input,target
tutor: She is thinking to buy a house.,She is thinking of buying a house. || Hint: Gioi tu va dang ong tu. 'Think of/about + V-ing'
tutor: I am not used to drive on the left.,I am not used to driving on the left. || Hint: Cau truc 'be used to'. 'Be used to + V-ing'
tutor: He succeeded to pass the test.,He succeeded in passing the test. || Hint: Gioi tu sau 'succeed'. 'Succeed in + V-ing'
tutor: I'm looking forward for the weekend.,"I'm looking forward to the weekend. || Hint: Gioi tu sai. 'Look forward to' i voi 'to', khong phai 'for'"
tutor: She is very good at cooking. (đúng),She is very good at cooking. || Hint: Khong loi. 'Good at + V-ing' ung
tutor: He is bad in dancing.,He is bad at dancing. || Hint: Gioi tu sau tinh tu. 'Bad at'
tutor: I'm fond with chocolate.,I'm fond of chocolate. || Hint: Gioi tu sau tinh tu. 'Fond of'
tutor: She is tired from waiting.,She is tired of waiting. || Hint: Gioi tu sau tinh tu. 'Tired of' chi chan nan; 'tired from' chi met moi vi hoat ong the chat
tutor: I am sick from his excuses.,I am sick of his excuses. || Hint: Gioi tu sau tinh tu. 'Sick of' nghia la chan ngay
tutor: He is jealous for his brother's success.,He is jealous of his brother's success. || Hint: Gioi tu sau tinh tu. 'Jealous of'
tutor: I am ashamed about my mistake.,I am ashamed of my mistake. || Hint: Gioi tu sau tinh tu. 'Ashamed of'
tutor: We are excited for the concert.,We are excited about the concert. || Hint: Gioi tu sau tinh tu. 'Excited about' pho bien hon
tutor: I am surprised for the news.,I am surprised at/by the news. || Hint: Gioi tu sau tinh tu. 'Surprised at/by'
tutor: She is curious for other cultures.,She is curious about other cultures. || Hint: Gioi tu sau tinh tu. 'Curious about'
tutor: He is responsible of the accident.,He is responsible for the accident. || Hint: Gioi tu sau tinh tu. 'Responsible for'
tutor: This material is different than that one.,This material is different from that one. || Hint: Gioi tu sau tinh tu. 'Different from' la chuan; 'different than' chu yeu o My nhung it uoc chap nhan trong tieng Anh-Anh
tutor: Your idea is similar with mine.,Your idea is similar to mine. || Hint: Gioi tu sau tinh tu. 'Similar to'
tutor: She is angry for me.,She is angry with me. || Hint: Gioi tu sau tinh tu. 'Angry with/at someone'
tutor: I am grateful with your kindness.,I am grateful for your kindness. || Hint: Gioi tu sau tinh tu. 'Grateful for something'
tutor: He is famous of his paintings.,He is famous for his paintings. || Hint: Gioi tu sau tinh tu. 'Famous for'
tutor: I am conscious with the problem.,I am conscious of the problem. || Hint: Gioi tu sau tinh tu. 'Conscious of'
tutor: She is independent from her parents.,She is independent of her parents. || Hint: Gioi tu sau tinh tu. 'Independent of'; 'independent from' cung oi khi uoc dung nhung 'of' pho bien hon
tutor: I am allergic with cats.,I am allergic to cats. || Hint: Gioi tu sau tinh tu. 'Allergic to'
tutor: He is capable to do it.,He is capable of doing it. || Hint: Gioi tu va dang ong tu. 'Capable of + V-ing'
"tutor: This soup tastes of garlic. (đúng, nếu có mùi)",This soup tastes like garlic. || Hint: Gioi tu sau 'taste'. 'Taste like' chi vi giong nhu; 'taste of' chi co thanh phan cu the
tutor: I smell the roses. (đúng),I smell the roses. || Hint: Khong loi. 'Smell' co the dung nhu ngoai ong tu
tutor: Your perfume smells like flowers.,Your perfume smells of flowers. || Hint: Gioi tu voi giac quan. 'Smell of' chi mui ac trung; 'smell like' chi mui giong nhu
tutor: I borrowed some money from the bank. (đúng),I borrowed some money from the bank. || Hint: Khong loi. 'Borrow from' ung
tutor: Can you borrow me your pen?,"Can you lend me your pen? || Hint: Nham 'borrow' va 'lend'. 'Borrow' la muon, 'lend' la cho muon"
tutor: I lent a book from the library.,I borrowed a book from the library. || Hint: Nham 'borrow' va 'lend'. 'Borrow' khi nhan ve; 'lend' khi ua cho
tutor: She reminded me to take the keys. (đúng),She reminded me to take the keys. || Hint: Khong loi. 'Remind someone to do something'
tutor: He reminded me of my promise. (đúng),He reminded me of my promise. || Hint: Khong loi. 'Remind someone of something'
tutor: I am looking forward to see you.,I am looking forward to seeing you. || Hint: Gioi tu 'to' va V-ing. 'Look forward to + V-ing'
tutor: We are considering to move out.,We are considering moving out. || Hint: Dang ong tu sau 'consider'. 'Consider + V-ing'
tutor: She admitted to break the window.,She admitted breaking the window. || Hint: Dang ong tu sau 'admit'. 'Admit + V-ing'
tutor: I avoid to eat fast food.,I avoid eating fast food. || Hint: Dang ong tu sau 'avoid'. 'Avoid + V-ing'
tutor: He risked to lose everything.,He risked losing everything. || Hint: Dang ong tu sau 'risk'. 'Risk + V-ing'
tutor: I finished to read the book last night.,I finished reading the book last night. || Hint: Dang ong tu sau 'finish'. 'Finish + V-ing'
tutor: They postponed to get married until next year.,They postponed getting married until next year. || Hint: Dang ong tu sau 'postpone'. 'Postpone + V-ing'
tutor: I don't fancy to go out tonight.,I don't fancy going out tonight. || Hint: Dang ong tu sau 'fancy'. 'Fancy + V-ing'
tutor: She resisted to eat the cake.,She resisted eating the cake. || Hint: Dang ong tu sau 'resist'. 'Resist + V-ing'
tutor: I dislike to wait in line.,I dislike waiting in line. || Hint: Dang ong tu sau 'dislike'. 'Dislike + V-ing'
tutor: He can't help to laugh.,He can't help laughing. || Hint: Cau truc 'can't help'. 'Can't help + V-ing'
tutor: It's no use to cry over spilled milk.,It's no use crying over spilled milk. || Hint: Cau truc 'no use'. 'It's no use + V-ing'
tutor: There's no point to wait.,There's no point in waiting. || Hint: Cau truc 'no point'. 'There's no point in + V-ing'
tutor: I am accustomed with waking up early.,I am accustomed to waking up early. || Hint: Gioi tu va dang ong tu. 'Accustomed to + V-ing'
tutor: He is committed to improve the quality.,He is committed to improving the quality. || Hint: Gioi tu 'to' va V-ing. 'Committed to + V-ing'
tutor: I am dedicated to help people.,I am dedicated to helping people. || Hint: Gioi tu 'to' va V-ing. 'Dedicated to + V-ing'
tutor: She objects to work on Sundays.,She objects to working on Sundays. || Hint: Gioi tu 'to' va V-ing. 'Object to + V-ing'
tutor: I'm not used to eat spicy food.,I'm not used to eating spicy food. || Hint: Cau truc 'be used to'. 'Be used to + V-ing'
tutor: We selected him for the job. (đúng),We selected him for the job. || Hint: Khong loi. 'Select for' ung
tutor: She was chosen for the team. (đúng),She was chosen for the team. || Hint: Khong loi. 'Choose for' ung
tutor: I prefer tea than coffee.,I prefer tea to coffee. || Hint: Gioi tu so sanh voi 'prefer'. 'Prefer something to something'
tutor: I would prefer to stay home than go out.,I would prefer to stay home rather than go out. || Hint: Cau truc 'prefer'. 'Would prefer to do rather than do'
tutor: She is excellent in math.,She is excellent at math. || Hint: Gioi tu sau tinh tu. 'Excellent at'
tutor: He is fluent in English. (đúng),He is fluent in English. || Hint: Khong loi. 'Fluent in'
tutor: I'm pleased by your decision.,I'm pleased with your decision. || Hint: Gioi tu sau tinh tu. 'Pleased with' la hai long; 'pleased by' nghe bi ong
tutor: She is disgusted at his behavior.,She is disgusted with/by his behavior. || Hint: Gioi tu sau tinh tu. 'Disgusted with/by'
tutor: I was shocked from the news.,I was shocked by the news. || Hint: Gioi tu sau tinh tu. 'Shocked by'
tutor: We are concerned about the environment. (đúng),We are concerned about the environment. || Hint: Khong loi. 'Concerned about'
tutor: He is annoyed with his neighbor's noise.,"He is annoyed at/about the noise. || Hint: Gioi tu sau tinh tu. 'Annoyed at/about something', 'annoyed with someone'"
tutor: I am sorry for interrupt you.,"I am sorry for interrupting you. || Hint: Dang ong tu sau gioi tu. Sau 'for', ong tu chia V-ing"
tutor: Thank you for help me.,"Thank you for helping me. || Hint: Dang ong tu sau gioi tu. Sau 'for', ong tu o dang V-ing"
tutor: He is famous as his singing.,He is famous for his singing. || Hint: Gioi tu sau tinh tu. 'Famous for'
tutor: I am full with energy.,I am full of energy. || Hint: Gioi tu sau tinh tu. 'Full of'
tutor: She is short of money. (đúng),She is short of money. || Hint: Khong loi. 'Short of' ung
tutor: The room is filled of people.,The room is filled with people. || Hint: Gioi tu sai. 'Filled with'
tutor: The box was packed of books.,The box was packed with books. || Hint: Gioi tu sai. 'Packed with'
tutor: I am tired from walking. (có thể dùng),"I am tired from walking. (mệt vì đi bộ) hoặc tired of walking (chán đi bộ). || Hint: Gioi tu sau tinh tu. 'Tired from' chi nguyen nhan vat ly, 'tired of' chi chan"
tutor: He is bored from his job.,He is bored with his job. || Hint: Gioi tu sau tinh tu. 'Bored with'
tutor: I am impressed with his dedication. (đúng),I am impressed with his dedication. || Hint: Khong loi. 'Impressed with/by'
tutor: She is satisfied from her salary.,She is satisfied with her salary. || Hint: Gioi tu sau tinh tu. 'Satisfied with'
tutor: I am worried about my health. (đúng),I am worried about my health. || Hint: Khong loi. 'Worried about'
tutor: He is eager for learn.,He is eager to learn. || Hint: Cau truc voi 'eager'. 'Eager to do something'
tutor: She is willing help.,She is willing to help. || Hint: Thieu 'to'. 'Willing to do something'
tutor: I am likely see him there.,I am likely to see him there. || Hint: Thieu 'to'. 'Likely to do something'
tutor: It is easy to understand. (đúng),It is easy to understand. || Hint: Khong loi. 'Easy to do' ung
tutor: He is difficult to work with. (đúng),He is difficult to work with. || Hint: Khong loi. Cau truc 'difficult to do' ung
tutor: I am too tired walking.,I am too tired to walk. || Hint: Thieu 'to'. 'Too + adj + to do something'
tutor: The coffee is too hot to drink. (đúng),The coffee is too hot to drink. || Hint: Khong loi. 'Too... to...' ung
tutor: I am enough strong to lift it.,I am strong enough to lift it. || Hint: Trat tu tu voi 'enough'. 'Tinh tu + enough'
tutor: I need some informations.,"I need some information. || Hint: Danh tu khong em uoc. 'Information' khong em uoc, khong co 's'"
tutor: He gave me a good advice.,"He gave me some good advice. || Hint: Mao tu va danh tu khong em uoc. 'Advice' khong em uoc, dung 'some advice' hoac 'a piece of advice'"
tutor: She has many luggages.,"She has a lot of luggage. || Hint: Danh tu khong em uoc. 'Luggage' khong em uoc, khong co so nhieu"
tutor: I bought a new furniture for the living room.,"I bought new furniture for the living room. || Hint: Mao tu va danh tu khong em uoc. 'Furniture' khong em uoc, khong dung 'a'"
tutor: We had a good weather on our trip.,"We had good weather on our trip. || Hint: Mao tu va danh tu khong em uoc. 'Weather' khong em uoc, khong dung 'a'"
tutor: I need a new equipments.,"I need new equipment. || Hint: Danh tu khong em uoc va so nhieu. 'Equipment' khong em uoc, khong co 's' va khong dung 'a'"
tutor: I have a bread for breakfast.,"I have bread for breakfast. || Hint: Mao tu. 'Bread' khong em uoc khi noi chung, khong dung 'a'"
tutor: I would like a water.,"I would like some water. || Hint: Mao tu. 'Water' khong em uoc, dung 'some'"
tutor: She has a beautiful long hair.,"She has beautiful long hair. || Hint: Mao tu. 'Hair' chi mai toc chung khong em uoc, khong dung 'a'"
tutor: I don't have a money.,"I don't have money. || Hint: Mao tu. 'Money' khong em uoc, khong dung 'a'"
tutor: He gave me a useful feedback.,"He gave me useful feedback. || Hint: Mao tu. 'Feedback' khong em uoc, khong dung 'a'"
tutor: Can I have a milk in my coffee?,"Can I have some milk in my coffee? || Hint: Mao tu. 'Milk' khong em uoc, dung 'some'"
tutor: I drink two milks every day.,"I drink two glasses of milk every day. || Hint: Danh tu khong em uoc. 'Milk' khong em uoc, can on vi o luong nhu 'glass of'"
tutor: She has an experience as a teacher.,"She has experience as a teacher. || Hint: Mao tu. 'Experience' voi nghia kinh nghiem khong em uoc, khong dung 'an'; 'an experience' chi su kien cu the"
tutor: I need an accommodation in Hanoi.,"I need accommodation in Hanoi. || Hint: Mao tu. 'Accommodation' khong em uoc trong hau het ngu canh, khong dung 'an'"
tutor: We had a fun at the party.,"We had fun at the party. || Hint: Mao tu. 'Fun' khong em uoc, khong dung 'a'"
tutor: It's a beautiful scenery.,"It's beautiful scenery. || Hint: Mao tu. 'Scenery' khong em uoc, khong dung 'a'"
tutor: He has a knowledge about finance.,"He has knowledge about finance. || Hint: Mao tu. 'Knowledge' khong em uoc, khong dung 'a'"
tutor: I'm looking for a work.,"I'm looking for work. || Hint: Mao tu. 'Work' voi nghia viec lam noi chung khong em uoc, khong dung 'a'"
tutor: She gave me an underwear.,"She gave me underwear. || Hint: Mao tu. 'Underwear' khong em uoc, khong dung 'an'"
tutor: I need a permission to enter.,"I need permission to enter. || Hint: Mao tu. 'Permission' khong em uoc, khong dung 'a'"
tutor: Do you have a news for me?,"Do you have any news for me? || Hint: Mao tu va danh tu khong em uoc. 'News' khong em uoc, dung 'any' hoac 'some'"
tutor: I like to travel by a plane.,I like to travel by plane. || Hint: Mao tu trong cum chi phuong tien. 'By plane' khong co mao tu
tutor: She goes to work by the car.,She goes to work by car. || Hint: Mao tu. 'By car' khong co 'the'
tutor: I usually go to the school at 7.,"I usually go to school at 7. || Hint: Mao tu. 'Go to school' chi viec i hoc, khong dung 'the'"
tutor: He is in the prison for robbery.,"He is in prison for robbery. || Hint: Mao tu. 'In prison' nghia la bi giam, khong dung 'the'"
tutor: She goes to the church every Sunday.,"She goes to church every Sunday. || Hint: Mao tu. 'Go to church' la i le, khong can 'the'"
tutor: I'm going to the hospital to visit my uncle. (US),"I'm going to the hospital to visit my uncle. (Anh-Mỹ) hoặc I'm going to hospital (Anh-Anh). || Hint: Mao tu. Tuy bien the tieng Anh, nhung voi nghia tham benh thi thuong dung 'the hospital' trong ca hai"
tutor: She has been in the bed all day.,"She has been in bed all day. || Hint: Mao tu. 'In bed' la nam tren giuong (nghi ngoi/om), khong dung 'the'"
tutor: I read a book in the bed before sleeping.,I read a book in bed before sleeping. || Hint: Mao tu. 'In bed' khong co 'the'
tutor: We learned about the life in the 18th century.,We learned about life in the 18th century. || Hint: Mao tu. 'Life' noi chung khong can 'the'
tutor: The nature is beautiful in spring.,Nature is beautiful in spring. || Hint: Mao tu. 'Nature' noi chung khong dung 'the'
tutor: I love listening to the music.,I love listening to music. || Hint: Mao tu. 'Music' noi chung khong can 'the'
tutor: She is studying the history of the world.,She is studying world history. || Hint: Mao tu thua. 'World history' khong can 'the'
tutor: He is expert in computer.,He is an expert in computers. || Hint: Thieu mao tu va danh tu so nhieu. Can mao tu 'an' va 'computers' so nhieu khi noi chung
tutor: I have a toothache. (đúng),I have a toothache. || Hint: Khong loi. Co the dung 'have toothache' (Anh-Anh) hoac 'have a toothache' (Anh-My)
tutor: I suffer from the diabetes.,I suffer from diabetes. || Hint: Mao tu. Benh tat noi chung khong co 'the'
tutor: The flu is a common illness. (đúng),The flu is a common illness. || Hint: Khong loi. 'The flu' co the dung 'the'
tutor: I go to work by a motorbike.,I go to work by motorbike. || Hint: Mao tu. 'By motorbike' khong co 'a'
tutor: She is afraid of the dogs.,"She is afraid of dogs. || Hint: Mao tu. Khi noi chung ve loai cho, khong dung 'the'"
tutor: I like the cats more than the dogs.,I like cats more than dogs. || Hint: Mao tu. So sanh chung khong can 'the'
tutor: The money is not everything.,Money is not everything. || Hint: Mao tu. 'Money' noi chung khong co 'the'
tutor: I enjoy the reading books.,I enjoy reading books. || Hint: Mao tu thua. 'Reading books' khong can 'the'
tutor: She is good at the cooking.,She is good at cooking. || Hint: Mao tu. 'Cooking' noi chung khong can 'the'
tutor: He is interested in the photography.,He is interested in photography. || Hint: Mao tu. So thich noi chung khong can 'the'
tutor: I read a news on the internet.,I read the news on the internet. || Hint: Mao tu va danh tu. 'News' dung voi 'the' khi chi tin tuc noi chung; hoac 'a piece of news'
tutor: She told a lie. (đúng),She told a lie. || Hint: Khong loi. 'Tell a lie' ung
tutor: He said a lie.,"He told a lie. || Hint: Ket hop tu. 'Tell a lie', khong dung 'say'"
tutor: I made a lot of researches.,"I did a lot of research. || Hint: Ket hop tu va danh tu khong em uoc. 'Do research', 'research' khong em uoc"
tutor: I need to make a bath.,I need to take a bath. || Hint: Ket hop tu. 'Take a bath'
tutor: I got a shower and went to bed.,"I took a shower and went to bed. || Hint: Ket hop tu. 'Take a shower', mac du 'get a shower' cung co the hieu nhung khong pho bien"
tutor: We did a contract with them.,We signed a contract with them. hoặc made a contract || Hint: Ket hop tu. 'Sign a contract' hoac 'make a contract'
tutor: I made a lot of exercises this morning.,I did a lot of exercises this morning. || Hint: Ket hop tu. 'Do exercises'
tutor: She always makes the housework.,She always does the housework. || Hint: Ket hop tu. 'Do housework'
tutor: He made the gardening all day.,He did the gardening all day. || Hint: Ket hop tu. 'Do the gardening'
tutor: I need to make an appointment with the doctor. (đúng),I need to make an appointment with the doctor. || Hint: Khong loi. 'Make an appointment' ung
tutor: I did a reservation at the restaurant.,I made a reservation at the restaurant. || Hint: Ket hop tu. 'Make a reservation'
tutor: We made a lot of photos.,We took a lot of photos. || Hint: Ket hop tu. 'Take photos'
tutor: He did a very good song.,"He wrote/composed a very good song. || Hint: Ket hop tu. 'Write a song', khong dung 'do'"
tutor: She made a complaint to the manager. (đúng),She made a complaint to the manager. || Hint: Khong loi. 'Make a complaint'
tutor: I did a promise to help her.,I made a promise to help her. || Hint: Ket hop tu. 'Make a promise'
tutor: He made a lot of damage.,He did a lot of damage. || Hint: Ket hop tu. 'Do damage'
tutor: I need to make the shopping.,I need to do the shopping. || Hint: Ket hop tu. 'Do the shopping'
tutor: We did a long journey.,We made a long journey. || Hint: Ket hop tu. 'Make a journey'
tutor: I made a lot of errors in the test.,"I made a lot of errors in the test. || Hint: Khong loi. 'Make errors' cung uoc, nhung 'make mistakes' pho bien hon"
tutor: I did a phone call to my sister.,I made a phone call to my sister. || Hint: Ket hop tu. 'Make a phone call'
tutor: She made a mess in the kitchen. (đúng),She made a mess in the kitchen. || Hint: Khong loi. 'Make a mess' ung
tutor: I did a mess in my room.,I made a mess in my room. || Hint: Ket hop tu. 'Make a mess'
tutor: He made a lot of noise. (đúng),He made a lot of noise. || Hint: Khong loi. 'Make noise' ung
tutor: I did a noise.,I made a noise. || Hint: Ket hop tu. 'Make a noise'
tutor: I need to make a coffee.,"I need to make some coffee. || Hint: Mao tu va danh tu khong em uoc. 'Coffee' khong em uoc, dung 'some coffee'"
tutor: Can you do me a cup of tea?,Can you make me a cup of tea? || Hint: Ket hop tu. 'Make tea/coffee'
tutor: I will take a look at it. (đúng),I will have a look at it. || Hint: Ket hop tu. 'Have a look' hoac 'take a look' eu ung
tutor: Let's take a conversation later.,Let's have a conversation later. || Hint: Ket hop tu. 'Have a conversation'
tutor: I had a chat with him. (đúng),I had a chat with him. || Hint: Khong loi. 'Have a chat' ung
tutor: We made a meeting yesterday.,We had a meeting yesterday. || Hint: Ket hop tu. 'Have a meeting'
tutor: I will make a bath now.,I will take a bath now. || Hint: Ket hop tu. 'Take a bath'
tutor: She took a decision quickly.,She made a decision quickly. || Hint: Ket hop tu. 'Make a decision'; 'take a decision' oi khi dung trong Anh-Anh nhung 'make' chuan hon
tutor: I am going to make a nap.,I am going to take a nap. || Hint: Ket hop tu. 'Take a nap'
tutor: He made a walk in the park.,He took a walk in the park. || Hint: Ket hop tu. 'Take a walk'
tutor: We made a journey across the desert.,"We made a journey across the desert. || Hint: Khong loi. 'Make a journey' cung ung, nhung 'take a trip' pho bien hon"
tutor: I want to do a difference in the world.,I want to make a difference in the world. || Hint: Ket hop tu. 'Make a difference'
tutor: She did a good job. (đúng),She did a good job. || Hint: Khong loi. 'Do a good job' ung
tutor: He made his best to finish.,He did his best to finish. || Hint: Ket hop tu. 'Do one's best'
tutor: I made a cup of tea. (đúng),I made a cup of tea. || Hint: Khong loi. 'Make a cup of tea' ung
tutor: We did a great progress.,We made great progress. || Hint: Ket hop tu. 'Make progress'
tutor: I need to make an exercise to practice.,I need to do an exercise to practice. || Hint: Ket hop tu. 'Do an exercise'
tutor: She did a beautiful painting.,"She painted a beautiful painting. || Hint: Ket hop tu. 'Paint a painting', khong dung 'do'"
tutor: I made a drawing of her.,I did a drawing of her. || Hint: Ket hop tu. 'Do a drawing' hoac 'draw a picture'
tutor: He did a speech at the wedding.,He made a speech at the wedding. || Hint: Ket hop tu. 'Make a speech'
tutor: We made a quiz in class.,We did a quiz in class. || Hint: Ket hop tu. 'Do a quiz'
tutor: I did a mistake on my tax return.,I made a mistake on my tax return. || Hint: Ket hop tu. 'Make a mistake'
tutor: We must do an effort to protect the environment.,We must make an effort to protect the environment. || Hint: Ket hop tu. 'Make an effort'
tutor: She did a joke about his height.,She made a joke about his height. || Hint: Ket hop tu. 'Make a joke'
tutor: I made a favor for him.,I did him a favor. || Hint: Ket hop tu. 'Do someone a favor'
tutor: He made me a favor.,He did me a favor. || Hint: Ket hop tu. 'Do me a favor'
tutor: We are dependent of oil imports.,We are dependent on oil imports. || Hint: Gioi tu sai. 'Dependent on'
tutor: I am not accustomed with such rudeness.,I am not accustomed to such rudeness. || Hint: Gioi tu sai. 'Accustomed to'
tutor: She is engaged with a businessman.,She is engaged to a businessman. || Hint: Gioi tu sai. 'Engaged to' chi inh hon
tutor: He is married with my cousin.,He is married to my cousin. || Hint: Gioi tu sai. 'Married to'
tutor: I am busy with work. (đúng),I am busy with work. || Hint: Khong loi. 'Busy with' ung
tutor: She is bored from her routine.,She is bored with her routine. || Hint: Gioi tu sai. 'Bored with'
tutor: I am fed up of his lies.,I am fed up with his lies. || Hint: Gioi tu sai. 'Fed up with'
tutor: He is excited for his new job.,He is excited about his new job. || Hint: Gioi tu sai. 'Excited about'
tutor: I am sorry about the interruption. (đúng),I am sorry about the interruption. || Hint: Khong loi. 'Sorry about/for' eu uoc
tutor: We are happy with the result. (đúng),We are happy with the result. || Hint: Khong loi. 'Happy with' ung
tutor: She is angry on her brother.,She is angry with her brother. || Hint: Gioi tu sai. 'Angry with'
tutor: I am nervous for the interview.,I am nervous about the interview. || Hint: Gioi tu sai. 'Nervous about'
tutor: He is curious of the result.,He is curious about the result. || Hint: Gioi tu sai. 'Curious about'
tutor: I am suspicious to his motives.,I am suspicious of his motives. || Hint: Gioi tu sai. 'Suspicious of'
tutor: She is certain for her success.,She is certain of her success. || Hint: Gioi tu sai. 'Certain of/about'
tutor: I am doubtful for his ability.,I am doubtful about his ability. || Hint: Gioi tu sai. 'Doubtful about'
tutor: He is aware for the danger.,He is aware of the danger. || Hint: Gioi tu sai. 'Aware of'
tutor: We are conscious for the need to change.,We are conscious of the need to change. || Hint: Gioi tu sai. 'Conscious of'
tutor: I am afraid from the dark.,I am afraid of the dark. || Hint: Gioi tu sai. 'Afraid of'
tutor: She is scared from the dog.,She is scared of the dog. || Hint: Gioi tu sai. 'Scared of'
tutor: I am surprised for his reaction.,I am surprised at his reaction. || Hint: Gioi tu sai. 'Surprised at/by'
tutor: He is shocked from the accident.,He is shocked by the accident. || Hint: Gioi tu sai. 'Shocked by'
tutor: I am pleased from your gift.,I am pleased with your gift. || Hint: Gioi tu sai. 'Pleased with'
tutor: She is disappointed from the service.,She is disappointed with the service. || Hint: Gioi tu sai. 'Disappointed with'
tutor: I am satisfied from the explanation.,I am satisfied with the explanation. || Hint: Gioi tu sai. 'Satisfied with'
tutor: He is disgusted from the sight.,He is disgusted by the sight. || Hint: Gioi tu sai. 'Disgusted by/at'
tutor: I am tired from your complaints.,I am tired of your complaints. || Hint: Gioi tu sai. 'Tired of' (chan)
tutor: We are different than you.,We are different from you. || Hint: Gioi tu sai. 'Different from'
tutor: Your problem is similar with mine.,Your problem is similar to mine. || Hint: Gioi tu sai. 'Similar to'
tutor: I am familiar to this software.,I am familiar with this software. || Hint: Gioi tu sai. 'Familiar with' khi ai o quen thuoc voi cai gi
tutor: This place is familiar with me.,This place is familiar to me. || Hint: Gioi tu sai. 'Familiar to someone' khi cai gi o quen thuoc voi ai
tutor: She is keen on learning languages. (đúng),She is keen on learning languages. || Hint: Khong loi. 'Keen on' ung
tutor: I am fond of classical music. (đúng),I am fond of classical music. || Hint: Khong loi. 'Fond of' ung
tutor: He is addicted with smoking.,He is addicted to smoking. || Hint: Gioi tu sai. 'Addicted to'
tutor: I am grateful for your assistance. (đúng),I am grateful for your assistance. || Hint: Khong loi. 'Grateful for'
tutor: She is responsible of the marketing department.,She is responsible for the marketing department. || Hint: Gioi tu sai. 'Responsible for'
tutor: He is capable to lead the team.,He is capable of leading the team. || Hint: Gioi tu va dang ong tu. 'Capable of + V-ing'
tutor: I am proud for my daughter.,I am proud of my daughter. || Hint: Gioi tu sai. 'Proud of'
tutor: She is ashamed for her past.,She is ashamed of her past. || Hint: Gioi tu sai. 'Ashamed of'
tutor: I am jealous from his success.,I am jealous of his success. || Hint: Gioi tu sai. 'Jealous of'
tutor: He is envious from my new car.,He is envious of my new car. || Hint: Gioi tu sai. 'Envious of'
tutor: I am suspicious about his story. (đúng),I am suspicious about his story. || Hint: Khong loi. 'Suspicious of/about' eu uoc
tutor: We are certain about the date. (đúng),We are certain about the date. || Hint: Khong loi. 'Certain about' ung
tutor: I am guilty for the crime.,I am guilty of the crime. || Hint: Gioi tu sai. 'Guilty of'
tutor: He is innocent from the charge.,He is innocent of the charge. || Hint: Gioi tu sai. 'Innocent of'
tutor: I am worried for the future.,I am worried about the future. || Hint: Gioi tu sai. 'Worried about'
tutor: She is concerned for her health.,She is concerned about her health. || Hint: Gioi tu sai. 'Concerned about'
tutor: I am anxious for the exam.,I am anxious about the exam. || Hint: Gioi tu sai. 'Anxious about'
tutor: He is annoyed for the delay.,He is annoyed about the delay. || Hint: Gioi tu sai. 'Annoyed about/at'
tutor: I am happy with the gift. (đúng),I am happy with the gift. || Hint: Khong loi. 'Happy with' ung
tutor: She is delighted for the party.,She is delighted with the party. || Hint: Gioi tu sai. 'Delighted with'
tutor: I am overwhelmed from the support.,I am overwhelmed by the support. || Hint: Gioi tu sai. 'Overwhelmed by'
tutor: He is impressed by her performance. (đúng),He is impressed by her performance. || Hint: Khong loi. 'Impressed by/with'
tutor: I am blessed of a wonderful family.,I am blessed with a wonderful family. || Hint: Gioi tu sai. 'Blessed with'
tutor: She is skilled at negotiating. (đúng),She is skilled at negotiating. || Hint: Khong loi. 'Skilled at' ung
tutor: He is talented in music. (đúng),He is talented in music. || Hint: Khong loi. 'Talented in' ung
tutor: I am bad in mathematics.,I am bad at mathematics. || Hint: Gioi tu sai. 'Bad at'
tutor: She is good in English.,She is good at English. || Hint: Gioi tu sai. 'Good at'
tutor: He is excellent in sports.,He is excellent at sports. || Hint: Gioi tu sai. 'Excellent at'
tutor: I am terrible in cooking.,I am terrible at cooking. || Hint: Gioi tu sai. 'Terrible at'
tutor: She is hopeless in keeping secrets.,She is hopeless at keeping secrets. || Hint: Gioi tu sai. 'Hopeless at'
tutor: I am fluent at Spanish.,I am fluent in Spanish. || Hint: Gioi tu sai. 'Fluent in'
tutor: He is proficient in English. (đúng),He is proficient in English. || Hint: Khong loi. 'Proficient in' ung
tutor: I gave to him the book.,"I gave him the book. || Hint: Thua gioi tu. 'Give someone something', khong can 'to'"
tutor: She sent to me an email.,She sent me an email. || Hint: Thua gioi tu. 'Send someone something'
tutor: He offered to me a job.,He offered me a job. || Hint: Thua gioi tu. 'Offer someone something'
tutor: Could you explain me this?,Could you explain this to me? || Hint: Cau truc 'explain'. 'Explain something to someone'
tutor: She described me the situation.,She described the situation to me. || Hint: Cau truc 'describe'. 'Describe something to someone'
tutor: I reported to the manager the problem.,I reported the problem to the manager. || Hint: Trat tu tu. 'Report something to someone'
tutor: He suggested me a restaurant.,He suggested a restaurant to me. || Hint: Cau truc 'suggest'. 'Suggest something to someone'
tutor: I recommended her the movie.,I recommended the movie to her. || Hint: Cau truc 'recommend'. 'Recommend something to someone'
tutor: She whispered me the secret.,She whispered the secret to me. || Hint: Cau truc 'whisper'. 'Whisper something to someone'
tutor: He shouted me from across the street.,He shouted at me from across the street. || Hint: Thieu gioi tu. 'Shout at someone'
tutor: I thanked him for help.,I thanked him for helping me. || Hint: Dang ong tu. 'Thank someone for doing something'
tutor: She accused me for stealing.,She accused me of stealing. || Hint: Gioi tu sai. 'Accuse someone of doing something'
tutor: The teacher punished him for cheat.,The teacher punished him for cheating. || Hint: Dang ong tu. 'Punish someone for doing something'
