input,target
"tutor: I sent her a message, but she doesn't reply. I start to worry.","I sent her a message, but she didn't reply. I started to worry. || Lỗi: Sự nhất quán về thì || HD: Hành động gửi tin nhắn đã hoàn thành trong quá khứ nên phản ứng tiếp theo cũng ở quá khứ."
tutor: The children played in the garden all afternoon. They are very exhausted. They fall asleep immediately after dinner.,"The children played in the garden all afternoon. They were very exhausted. They fell asleep immediately after dinner. || Lỗi: Sự nhất quán về thì || HD: Việc chơi diễn ra cả buổi chiều (quá khứ), trạng thái mệt mỏi và ngủ thiếp đi cũng trong quá khứ."
tutor: It rained heavily on our way home. We get completely soaked. I catch a cold the next day.,"It rained heavily on our way home. We got completely soaked. I caught a cold the next day. || Lỗi: Sự nhất quán về thì || HD: Mưa và bị ướt đã xảy ra, cần dùng quá khứ để kể tiếp diễn biến."
"tutor: At the job interview, they asked me many difficult questions. I answer them honestly. The interviewers seem impressed.","At the job interview, they asked me many difficult questions. I answered them honestly. The interviewers seemed impressed. || Lỗi: Sự nhất quán về thì || HD: Phỏng vấn đã diễn ra rồi nên toàn bộ câu trả lời và ấn tượng lúc đó thuộc về quá khứ."
tutor: My puppy was sick last week. I take him to the vet. The vet gives him an injection.,My puppy was sick last week. I took him to the vet. The vet gave him an injection. || Lỗi: Sự nhất quán về thì || HD: Mốc thời gian 'last week' yêu cầu mọi động từ sau đó đều ở quá khứ.
tutor: I was walking home when I notice a wallet on the ground. I pick it up and look inside. There is an ID card.,"I was walking home when I noticed a wallet on the ground. I picked it up and looked inside. There was an ID card. || Lỗi: Sự nhất quán về thì || HD: Câu chuyện dùng quá khứ tiếp diễn cho bối cảnh, vậy các hành động tiếp theo cũng phải là quá khứ đơn."
tutor: We went to the cinema last Sunday. The movie is very boring. We leave halfway through.,"We went to the cinema last Sunday. The movie was very boring. We left halfway through. || Lỗi: Sự nhất quán về thì || HD: Đi xem phim đã xảy ra vào Chủ nhật trước, nhận xét và hành động bỏ về cũng phải dùng quá khứ."
"tutor: He graduated from university in 2020. He applies for many jobs but has no luck. Finally, he decides to start his own business.","He graduated from university in 2020. He applied for many jobs but had no luck. Finally, he decided to start his own business. || Lỗi: Sự nhất quán về thì || HD: Năm 2020 là cột mốc quá khứ, các chuỗi sự kiện sau đó cần dùng thì quá khứ."
tutor: I met my best friend in kindergarten. We are in the same class. We become inseparable.,"I met my best friend in kindergarten. We were in the same class. We became inseparable. || Lỗi: Sự nhất quán về thì || HD: Kể về lần đầu gặp gỡ ở trường mẫu giáo, mọi diễn biến sau đó cũng là quá khứ."
tutor: The teacher entered the room and the students stop talking. She starts the lesson with a quiz.,"The teacher entered the room and the students stopped talking. She started the lesson with a quiz. || Lỗi: Sự nhất quán về thì || HD: Đây là hành động liên tiếp trong quá khứ, 'stop' và 'starts' phải là quá khứ đơn."
tutor: I found a nice sweater at the mall last month. It fits me perfectly. I buy it without hesitation.,"I found a nice sweater at the mall last month. It fit me perfectly. I bought it without hesitation. || Lỗi: Sự nhất quán về thì || HD: Chuyện mua áo len tháng trước đã hoàn tất, mọi động từ miêu tả lúc đó phải chia quá khứ."
tutor: My computer crashed while I was typing the report. I lose all my unsaved work. I have to start over.,"My computer crashed while I was typing the report. I lost all my unsaved work. I had to start over. || Lỗi: Sự nhất quán về thì || HD: Kể về một tai nạn máy tính đã xảy ra, mất dữ liệu và bắt buộc làm lại đều ở quá khứ."
"tutor: In high school, I joined the soccer team. The coach is very strict. We train every day after class.","In high school, I joined the soccer team. The coach was very strict. We trained every day after class. || Lỗi: Sự nhất quán về thì || HD: 'In high school' chỉ khoảng thời gian đã qua, thói quen luyện tập lúc đó phải dùng quá khứ."
tutor: The bus left just as I got to the stop. I feel frustrated. I wait twenty minutes for the next one.,"The bus left just as I got to the stop. I felt frustrated. I waited twenty minutes for the next one. || Lỗi: Sự nhất quán về thì || HD: Kể lại một lần lỡ xe buýt, cảm xúc và chờ đợi tiếp theo là diễn biến trong quá khứ."
tutor: My uncle came to visit us from Canada. He brings many gifts. We have a wonderful dinner together.,"My uncle came to visit us from Canada. He brought many gifts. We had a wonderful dinner together. || Lỗi: Sự nhất quán về thì || HD: Chuyến thăm đã diễn ra rồi, mang quà và bữa tối cũng nằm trong dịp đó, cần dùng quá khứ."
tutor: I burnt the toast this morning. The kitchen fills with smoke. The fire alarm goes off.,"I burnt the toast this morning. The kitchen filled with smoke. The fire alarm went off. || Lỗi: Sự nhất quán về thì || HD: Sự việc xảy ra sáng nay – đã qua, do đó 'fills' và 'goes' phải là 'filled' và 'went'."
tutor: The company held a big event last Friday. All employees attend. The CEO gives a speech.,"The company held a big event last Friday. All employees attended. The CEO gave a speech. || Lỗi: Sự nhất quán về thì || HD: Sự kiện thứ Sáu tuần trước đã kết thúc, tham dự và phát biểu là hành động trong quá khứ."
tutor: I learned to cook pho from my grandmother. She patiently shows me every step. It tastes just like hers now.,"I learned to cook pho from my grandmother. She patiently showed me every step. It tasted just like hers. || Lỗi: Sự nhất quán về thì || HD: Học nấu ăn vào một dịp quá khứ, chỉ dẫn của bà và hương vị lúc đó đều ở quá khứ."
tutor: The storm hit our town unexpectedly. The wind blows fiercely. Many trees fall down.,"The storm hit our town unexpectedly. The wind blew fiercely. Many trees fell down. || Lỗi: Sự nhất quán về thì || HD: Kể về cơn bão đã qua, mọi động từ chỉ hành động của gió và cây cối phải ở quá khứ."
tutor: She felt sick during the meeting. She excuses herself and goes to the restroom.,"She felt sick during the meeting. She excused herself and went to the restroom. || Lỗi: Sự nhất quán về thì || HD: Diễn biến lúc họp đã qua, việc cáo lui và đi ra ngoài cũng phải ở thì quá khứ."
tutor: I was reading a book when my friend calls. We talk for an hour about our plans.,"I was reading a book when my friend called. We talked for an hour about our plans. || Lỗi: Sự nhất quán về thì || HD: Hành động gọi điện xen vào việc đọc sách trong quá khứ, cuộc nói chuyện tiếp theo cũng ở quá khứ."
"tutor: On my last birthday, my parents threw a surprise party. I am completely shocked. All my friends are there.","On my last birthday, my parents threw a surprise party. I was completely shocked. All my friends were there. || Lỗi: Sự nhất quán về thì || HD: Bữa tiệc sinh nhật trước đã xảy ra, trạng thái ngạc nhiên và sự có mặt của bạn bè lúc đó là quá khứ."
tutor: The waiter dropped the tray. The plates break into pieces. The customers gasp.,"The waiter dropped the tray. The plates broke into pieces. The customers gasped. || Lỗi: Sự nhất quán về thì || HD: Tai nạn trong nhà hàng xảy ra trong quá khứ, chuỗi sự kiện tiếp theo phải đồng nhất thì."
tutor: I attended a workshop on presentation skills. The instructor is very energetic. I learn a lot of useful tips.,"I attended a workshop on presentation skills. The instructor was very energetic. I learned a lot of useful tips. || Lỗi: Sự nhất quán về thì || HD: Hội thảo đã diễn ra rồi, tính cách giảng viên lúc đó và những gì học được đều ở quá khứ."
tutor: The baby cried all night. My husband and I are exhausted the next morning. We decide to call the doctor.,"The baby cried all night. My husband and I were exhausted the next morning. We decided to call the doctor. || Lỗi: Sự nhất quán về thì || HD: Chuyện em bé khóc đêm đã xảy ra, trạng thái mệt mỏi và quyết định gọi bác sĩ sáng hôm sau cũng thuộc quá khứ."
tutor: I woke up early and went for a jog. The streets are quiet. I enjoy the fresh air.,"I woke up early and went for a jog. The streets were quiet. I enjoyed the fresh air. || Lỗi: Sự nhất quán về thì || HD: Kể lại buổi sáng chạy bộ đã diễn ra, khung cảnh và cảm nhận lúc đó là quá khứ."
"tutor: She lost her phone at the concert. She panics and asks security for help. Luckily, someone finds it.","She lost her phone at the concert. She panicked and asked security for help. Luckily, someone found it. || Lỗi: Sự nhất quán về thì || HD: Sự việc mất điện thoại tại buổi hòa nhạc đã qua, mọi hành động tìm kiếm cũng phải ở quá khứ."
tutor: We took a taxi to the hotel. The driver is very friendly. He recommends a good local restaurant.,"We took a taxi to the hotel. The driver was very friendly. He recommended a good local restaurant. || Lỗi: Sự nhất quán về thì || HD: Chuyến taxi đã đi rồi, thái độ của tài xế và lời giới thiệu lúc đó cần chia quá khứ."
tutor: My sister baked cookies for the first time yesterday. They smell amazing. She is proud of herself.,"My sister baked cookies for the first time yesterday. They smelled amazing. She was proud of herself. || Lỗi: Sự nhất quán về thì || HD: Sự kiện nướng bánh xảy ra hôm qua, mùi bánh và niềm tự hào lúc đó thuộc về quá khứ."
tutor: I tried to call her three times. She doesn't answer. I leave a voicemail.,"I tried to call her three times. She didn't answer. I left a voicemail. || Lỗi: Sự nhất quán về thì || HD: Cố gắng gọi điện đã diễn ra, không trả lời và để lại tin nhắn là chuỗi hành động tiếp theo trong quá khứ."
tutor: The kids ran into the house laughing. They are very excited about the trip. They show me what they bought.,"The kids ran into the house laughing. They were very excited about the trip. They showed me what they had bought. || Lỗi: Sự nhất quán về thì || HD: Bọn trẻ đã chạy vào nhà rồi, sự phấn khích và khoe đồ mua cũng nằm trong quá khứ."
tutor: He finished his presentation confidently. The audience claps loudly. The manager congratulates him.,"He finished his presentation confidently. The audience clapped loudly. The manager congratulated him. || Lỗi: Sự nhất quán về thì || HD: Bài thuyết trình đã kết thúc, phản ứng của khán giả và sếp cũng xảy ra ngay sau đó trong quá khứ."
tutor: This morning I missed the bus. I run to the office. I arrive late and my boss looks angry.,"This morning I missed the bus. I ran to the office. I arrived late and my boss looked angry. || Lỗi: Sự nhất quán về thì || HD: Toàn bộ sự việc xảy ra sáng nay, đã qua rồi nên cần dùng quá khứ cho mọi động từ."
"tutor: He moved to Hanoi in 2019. At first, he finds it difficult to adapt. Soon, he makes many friends.","He moved to Hanoi in 2019. At first, he found it difficult to adapt. Soon, he made many friends. || Lỗi: Sự nhất quán về thì || HD: Kể về quá trình chuyển đến Hà Nội từ năm 2019, các giai đoạn thích nghi đều trong quá khứ."
tutor: I brought my new camera to the party. I take many photos of my friends. They pose happily.,"I brought my new camera to the party. I took many photos of my friends. They posed happily. || Lỗi: Sự nhất quán về thì || HD: Bữa tiệc đã diễn ra, việc chụp ảnh và tạo dáng đều là hoạt động trong quá khứ."
"tutor: My phone battery died while I was navigating. I am lost for an hour. Finally, I find a gas station to ask for directions.","My phone battery died while I was navigating. I was lost for an hour. Finally, I found a gas station to ask for directions. || Lỗi: Sự nhất quán về thì || HD: Sự việc lạc đường vì hết pin đã xảy ra, trạng thái lạc và tìm được trạm xăng diễn ra trong quá khứ."
tutor: She sang a beautiful song at the talent show. Her voice is so powerful. The judges give her a standing ovation.,"She sang a beautiful song at the talent show. Her voice was so powerful. The judges gave her a standing ovation. || Lỗi: Sự nhất quán về thì || HD: Buổi biểu diễn đã qua, giọng hát và phản ứng của giám khảo lúc đó phải ở quá khứ."
tutor: I dropped my glasses and the lens cracked. I can't see clearly. I have to buy a new pair.,"I dropped my glasses and the lens cracked. I couldn't see clearly. I had to buy a new pair. || Lỗi: Sự nhất quán về thì || HD: Tai nạn vỡ kính đã xảy ra, hệ quả không nhìn rõ và việc phải mua kính mới đều trong quá khứ."
tutor: The firefighters arrived quickly. They put out the fire in ten minutes. Everyone is relieved. The owner thanks them.,"The firefighters arrived quickly. They put out the fire in ten minutes. Everyone was relieved. The owner thanked them. || Lỗi: Sự nhất quán về thì || HD: Sự kiện chữa cháy đã diễn ra, cảm xúc nhẹ nhõm và lời cảm ơn cũng nằm trong quá khứ."
"tutor: I bought a lottery ticket on a whim. The next day, I check the numbers and realize I win. I couldn't believe it.","I bought a lottery ticket on a whim. The next day, I checked the numbers and realized I had won. I couldn't believe it. || Lỗi: Sự nhất quán về thì || HD: Mua vé số và dò kết quả đều đã qua, phải dùng quá khứ; 'win' phải là quá khứ hoàn thành vì trước 'realized'."
tutor: Our flight was delayed for three hours. We are stuck at the airport with nothing to do. We finally board the plane at midnight.,"Our flight was delayed for three hours. We were stuck at the airport with nothing to do. We finally boarded the plane at midnight. || Lỗi: Sự nhất quán về thì || HD: Sự chậm trễ chuyến bay đã xảy ra, mắc kẹt và lên máy bay là diễn biến trong quá khứ."
tutor: I read an interesting article this morning. It discusses the benefits of meditation. I try it for ten minutes and feel relaxed.,"I read an interesting article this morning. It discussed the benefits of meditation. I tried it for ten minutes and felt relaxed. || Lỗi: Sự nhất quán về thì || HD: Đọc bài báo sáng nay – đã qua, nội dung bài báo và trải nghiệm thiền cũng trong sáng nay, dùng quá khứ."
tutor: She walked into the room and sees the mess. She immediately starts cleaning up.,"She walked into the room and saw the mess. She immediately started cleaning up. || Lỗi: Sự nhất quán về thì || HD: Bắt đầu bằng 'walked' (quá khứ), các hành động tiếp theo cũng phải là quá khứ (saw, started)."
tutor: We camped by the lake last weekend. The night is cold but beautiful. We see countless stars.,"We camped by the lake last weekend. The night was cold but beautiful. We saw countless stars. || Lỗi: Sự nhất quán về thì || HD: Cắm trại cuối tuần trước, vẻ đẹp đêm và ngắm sao là trải nghiệm trong quá khứ."
tutor: He quit his job without a backup plan. He feels free at first. Then he realizes he needs money.,"He quit his job without a backup plan. He felt free at first. Then he realized he needed money. || Lỗi: Sự nhất quán về thì || HD: Nghỉ việc đã rồi, cảm giác tự do và nhận ra cần tiền là tâm lý diễn ra sau đó, phải cùng thì quá khứ."
tutor: I opened the fridge and there is nothing to eat. I order pizza instead.,"I opened the fridge and there was nothing to eat. I ordered pizza instead. || Lỗi: Sự nhất quán về thì || HD: Mở tủ lạnh trong quá khứ, thấy rỗng và gọi pizza là hành động tiếp nối, cần quá khứ."
tutor: The concert ended at 10 p.m. We go to a nearby cafe afterward. We talk until midnight.,"The concert ended at 10 p.m. We went to a nearby cafe afterward. We talked until midnight. || Lỗi: Sự nhất quán về thì || HD: Buổi hòa nhạc đã kết thúc, việc đi cafe và trò chuyện đến khuya cũng đã xảy ra."
tutor: I found an old photo album in the attic. It brings back so many memories. I sit there for hours looking at it.,"I found an old photo album in the attic. It brought back so many memories. I sat there for hours looking at it. || Lỗi: Sự nhất quán về thì || HD: Tìm thấy album là sự kiện quá khứ, gợi lại ký ức và ngồi xem hàng giờ cũng thuộc về lúc đó."
tutor: My cat escaped from the house yesterday. I search everywhere in the neighborhood. A kind lady returns her to me.,"My cat escaped from the house yesterday. I searched everywhere in the neighborhood. A kind lady returned her to me. || Lỗi: Sự nhất quán về thì || HD: Mèo trốn hôm qua, việc tìm kiếm và được trả lại đều đã diễn ra trong quá khứ."
tutor: I attended a cooking class on Saturday. The chef is hilarious. Everyone has a great time.,"I attended a cooking class on Saturday. The chef was hilarious. Everyone had a great time. || Lỗi: Sự nhất quán về thì || HD: Lớp học thứ Bảy đã qua, tính cách đầu bếp và bầu không khí lúc đó phải ở quá khứ."
tutor: She accepted the job offer immediately. She starts working the following Monday. Her new colleagues are very welcoming.,"She accepted the job offer immediately. She started working the following Monday. Her new colleagues were very welcoming. || Lỗi: Sự nhất quán về thì || HD: Nhận việc đã xảy ra, bắt đầu làm và sự chào đón của đồng nghiệp diễn ra sau đó trong quá khứ."
tutor: The lights went out during dinner. We had to eat by candlelight. It is actually quite romantic. We enjoy the unexpected atmosphere.,"The lights went out during dinner. We had to eat by candlelight. It was actually quite romantic. We enjoyed the unexpected atmosphere. || Lỗi: Sự nhất quán về thì || HD: Sự cố mất đèn trong bữa tối đã qua, cảm nhận lãng mạn và tận hưởng bầu không khí lúc đó ở quá khứ."
tutor: I tripped on the sidewalk and fell. A stranger helps me up. He asks if I'm okay.,"I tripped on the sidewalk and fell. A stranger helped me up. He asked if I was okay. || Lỗi: Sự nhất quán về thì || HD: Vấp ngã đã xảy ra, người lạ giúp đỡ và hỏi han là hành động liền sau đó, phải ở quá khứ."
tutor: We visited the history museum yesterday. The exhibits are really interesting. We learn a lot about ancient Vietnam.,"We visited the history museum yesterday. The exhibits were really interesting. We learned a lot about ancient Vietnam. || Lỗi: Sự nhất quán về thì || HD: Thăm bảo tàng hôm qua, sự thú vị của hiện vật và kiến thức thu được đều trong quá khứ."
tutor: My father lost his wallet at the mall. He is panicked. He immediately calls the security office.,"My father lost his wallet at the mall. He was panicked. He immediately called the security office. || Lỗi: Sự nhất quán về thì || HD: Mất ví ở trung tâm thương mại đã qua, hoảng sợ và gọi bảo vệ là phản ứng lúc đó, cần quá khứ."
tutor: I finished all my work by 5 p.m. I feel a great sense of accomplishment. I treat myself to a nice dinner.,"I finished all my work by 5 p.m. I felt a great sense of accomplishment. I treated myself to a nice dinner. || Lỗi: Sự nhất quán về thì || HD: Hoàn thành công việc lúc 5 giờ chiều là mốc quá khứ, cảm giác thành tựu và tự thưởng diễn ra sau đó, đồng nhất thì."
tutor: The car broke down on the highway. My dad tries to fix it but can't. We call a tow truck.,"The car broke down on the highway. My dad tried to fix it but couldn't. We called a tow truck. || Lỗi: Sự nhất quán về thì || HD: Xe hỏng trên cao tốc đã xảy ra, cố sửa và gọi xe kéo là chuỗi hành động trong quá khứ."
tutor: She brought her new puppy to the office. Everyone gathers around to pet him. He is so adorable.,"She brought her new puppy to the office. Everyone gathered around to pet him. He was so adorable. || Lỗi: Sự nhất quán về thì || HD: Mang chó con đến văn phòng đã diễn ra, mọi người vây quanh và khen dễ thương lúc đó, tất cả quá khứ."
tutor: I took a nap after lunch. I wake up feeling groggy. I need a cup of coffee to function.,"I took a nap after lunch. I woke up feeling groggy. I needed a cup of coffee to function. || Lỗi: Sự nhất quán về thì || HD: Giấc ngủ trưa đã qua, thức dậy và cần cà phê là diễn biến sau đó, cần cùng thì quá khứ."
tutor: My friend introduced me to her favorite band. I listen to their album that night. I immediately become a fan.,"My friend introduced me to her favorite band. I listened to their album that night. I immediately became a fan. || Lỗi: Sự nhất quán về thì || HD: Được giới thiệu ban nhạc là sự kiện quá khứ, nghe album và trở thành fan xảy ra ngay sau, dùng quá khứ."
tutor: The baby took his first steps yesterday. He walks towards me with a big smile. I almost cry with happiness.,"The baby took his first steps yesterday. He walked towards me with a big smile. I almost cried with happiness. || Lỗi: Sự nhất quán về thì || HD: Em bé bước đi lần đầu hôm qua, hành động đi và phản ứng khóc của mẹ cũng trong khoảnh khắc quá khứ đó."
tutor: We hiked to the top of the mountain. The view is breathtaking. We take a lot of photos.,"We hiked to the top of the mountain. The view was breathtaking. We took a lot of photos. || Lỗi: Sự nhất quán về thì || HD: Leo lên đỉnh núi đã hoàn thành, quang cảnh và chụp ảnh là trải nghiệm lúc đó, cần quá khứ."
tutor: I accidentally deleted the important file. I am devastated. I ask my colleague for help.,"I accidentally deleted the important file. I was devastated. I asked my colleague for help. || Lỗi: Sự nhất quán về thì || HD: Xóa nhầm file là hành động đã rồi, tuyệt vọng và nhờ đồng nghiệp là phản ứng tức thì trong quá khứ."
tutor: He scored the winning goal in the match. The crowd cheers wildly. His teammates lift him up.,"He scored the winning goal in the match. The crowd cheered wildly. His teammates lifted him up. || Lỗi: Sự nhất quán về thì || HD: Ghi bàn thắng quyết định đã xảy ra trong trận đấu, phản ứng của đám đông và đồng đội cũng ở quá khứ."
tutor: I met an old friend at the supermarket. We are surprised to see each other. We decide to grab coffee.,"I met an old friend at the supermarket. We were surprised to see each other. We decided to grab coffee. || Lỗi: Sự nhất quán về thì || HD: Gặp lại bạn cũ ở siêu thị đã qua, sự ngạc nhiên và quyết định đi uống cà phê là ngay lúc đó, dùng quá khứ."
tutor: The teacher handed out the test papers. I look at the questions and panic. I forgot to study chapter five.,"The teacher handed out the test papers. I looked at the questions and panicked. I had forgotten to study chapter five. || Lỗi: Sự nhất quán về thì || HD: Giáo viên phát bài kiểm tra xong, nhìn câu hỏi và hoảng sợ là diễn biến quá khứ; quên học trước đó cần quá khứ hoàn thành."
tutor: We got a flat tire on our trip. My brother changes it quickly. The whole thing delays us only 20 minutes.,"We got a flat tire on our trip. My brother changed it quickly. The whole thing delayed us only 20 minutes. || Lỗi: Sự nhất quán về thì || HD: Bị nổ lốp trong chuyến đi đã rồi, việc thay lốp và sự chậm trễ đều là sự kiện quá khứ."
tutor: She received an award for her volunteer work. She feels honored and happy. She thanks her family in her speech.,"She received an award for her volunteer work. She felt honored and happy. She thanked her family in her speech. || Lỗi: Sự nhất quán về thì || HD: Nhận giải thưởng là sự kiện quá khứ, cảm xúc và lời cảm ơn lúc nhận giải cũng phải ở quá khứ."
tutor: I planted some roses in my garden last spring. They bloom beautifully this year. The fragrance fills my backyard.,"I planted some roses in my garden last spring. They bloomed beautifully that year. The fragrance filled my backyard. || Lỗi: Sự nhất quán về thì || HD: Trồng hoa hồng mùa xuân năm ngoái, việc nở hoa và hương thơm của năm đó là quá khứ, hoặc nếu nói năm nay thì phải tách bạch tránh nhảy thì."
tutor: He told me a funny joke. I laugh so hard that my stomach hurts. I almost fall off my chair.,"He told me a funny joke. I laughed so hard that my stomach hurt. I almost fell off my chair. || Lỗi: Sự nhất quán về thì || HD: Kể chuyện cười đã xảy ra rồi, cười và suýt ngã là phản ứng lúc đó trong quá khứ."
tutor: My internet connection died during the online meeting. I restart the router. It takes ten minutes to come back.,"My internet connection died during the online meeting. I restarted the router. It took ten minutes to come back. || Lỗi: Sự nhất quán về thì || HD: Mất mạng khi họp online đã qua, khởi động lại router và thời gian chờ đợi đều trong quá khứ."
tutor: The new restaurant opened last week. We decide to try it. The food is delicious but a bit pricey.,"The new restaurant opened last week. We decided to try it. The food was delicious but a bit pricey. || Lỗi: Sự nhất quán về thì || HD: Nhà hàng mở tuần trước, quyết định đi thử và nhận xét món ăn là sự kiện đã xảy ra, cần quá khứ."
tutor: I saw a beautiful rainbow on my way to work. I stop my motorbike to take a picture. The colors are so vivid.,"I saw a beautiful rainbow on my way to work. I stopped my motorbike to take a picture. The colors were so vivid. || Lỗi: Sự nhất quán về thì || HD: Thấy cầu vồng trên đường đi làm sáng nay – đã qua, dừng xe chụp ảnh và màu sắc lúc đó ở quá khứ."
tutor: The dog barked at the mailman. The mailman is frightened. He drops the letters and runs.,"The dog barked at the mailman. The mailman was frightened. He dropped the letters and ran. || Lỗi: Sự nhất quán về thì || HD: Chó sủa người đưa thư đã diễn ra, người đưa thư sợ hãi, đánh rơi thư và chạy là diễn biến đồng thời trong quá khứ."
tutor: I knitted a scarf for my mother. She loves it so much. She wears it every day last winter.,"I knitted a scarf for my mother. She loved it so much. She wore it every day last winter. || Lỗi: Sự nhất quán về thì || HD: Đan khăn tặng mẹ đã xong, mẹ thích và đeo hàng ngày mùa đông năm ngoái, mọi động từ quá khứ."
tutor: We attended a beautiful wedding last month. The bride looks stunning. The groom cries during the vows.,"We attended a beautiful wedding last month. The bride looked stunning. The groom cried during the vows. || Lỗi: Sự nhất quán về thì || HD: Dự đám cưới tháng trước, ngoại hình cô dâu và chú rể khóc lúc trao lời thề đều ở quá khứ."
tutor: I tried a new recipe for dinner. It turns out much better than expected. My husband asks for seconds.,"I tried a new recipe for dinner. It turned out much better than expected. My husband asked for seconds. || Lỗi: Sự nhất quán về thì || HD: Thử công thức nấu ăn mới đã qua, kết quả và chồng xin thêm là sự kiện trong bữa tối đó, quá khứ."
tutor: She fell asleep on the sofa. I carry her to her bed. She doesn't even wake up.,"She fell asleep on the sofa. I carried her to her bed. She didn't even wake up. || Lỗi: Sự nhất quán về thì || HD: Cô ấy ngủ quên trên ghế, tôi bế lên giường, cô ấy không thức dậy – chuỗi hành động liên tiếp trong quá khứ."
tutor: Our team won the championship. We are over the moon. We celebrate all night.,"Our team won the championship. We were over the moon. We celebrated all night. || Lỗi: Sự nhất quán về thì || HD: Vô địch giải đấu đã xảy ra, niềm vui vỡ òa và ăn mừng thâu đêm là phản ứng trong quá khứ."
tutor: I dropped my wallet on the bus. Someone picks it up and gives it to the driver. I get it back the next day.,"I dropped my wallet on the bus. Someone picked it up and gave it to the driver. I got it back the next day. || Lỗi: Sự nhất quán về thì || HD: Rơi ví trên xe buýt rồi, ai đó nhặt và đưa cho tài xế, và tôi nhận lại hôm sau – mọi hành động đã qua."
tutor: The museum was very crowded. We wait in line for an hour. We finally see the famous painting.,"The museum was very crowded. We waited in line for an hour. We finally saw the famous painting. || Lỗi: Sự nhất quán về thì || HD: Bảo tàng đông đúc là trạng thái quá khứ, xếp hàng và xem tranh cũng diễn ra trong lần thăm đó, cần quá khứ."
tutor: He left his umbrella at the office. It starts raining on his way home. He gets completely soaked.,"He left his umbrella at the office. It started raining on his way home. He got completely soaked. || Lỗi: Sự nhất quán về thì || HD: Bỏ quên ô đã xảy ra trước, trời mưa và bị ướt trên đường về cũng là chuyện quá khứ."
tutor: My son drew a picture for me. It is a lovely boat. I put it on the fridge.,"My son drew a picture for me. It was a lovely boat. I put it on the fridge. || Lỗi: Sự nhất quán về thì || HD: Con trai đã vẽ tặng tranh, bức tranh lúc đó là chiếc thuyền dễ thương và tôi dán lên tủ lạnh – quá khứ."
tutor: She took a deep breath and stepped onto the stage. The audience is silent. She begins to sing beautifully.,"She took a deep breath and stepped onto the stage. The audience was silent. She began to sing beautifully. || Lỗi: Sự nhất quán về thì || HD: Bước lên sân khấu trong quá khứ, khán giả im lặng và cô ấy bắt đầu hát là diễn biến ngay sau đó."
tutor: We explored the old town all day. We are exhausted but happy. We rest at a small cafe.,"We explored the old town all day. We were exhausted but happy. We rested at a small cafe. || Lỗi: Sự nhất quán về thì || HD: Khám phá phố cổ cả ngày là hành trình đã qua, mệt mỏi và nghỉ ngơi ở quán cafe cũng trong chuyến đi đó, quá khứ."
tutor: I baked a chocolate cake for the party. It is a disaster – it sinks in the middle. I have to buy one from the bakery.,"I baked a chocolate cake for the party. It was a disaster – it sank in the middle. I had to buy one from the bakery. || Lỗi: Sự nhất quán về thì || HD: Nướng bánh cho bữa tiệc đã thất bại, tả thảm họa và phải mua bánh mới là sự kiện trong quá khứ."
tutor: He proposed to her at the restaurant. She says yes immediately. Everyone around claps.,"He proposed to her at the restaurant. She said yes immediately. Everyone around clapped. || Lỗi: Sự nhất quán về thì || HD: Cầu hôn ở nhà hàng đã diễn ra, cô ấy đồng ý và mọi người vỗ tay ngay lúc đó, tất cả quá khứ."
tutor: I packed my suitcase in a hurry. I forget my phone charger. I realize it at the airport.,"I packed my suitcase in a hurry. I forgot my phone charger. I realized it at the airport. || Lỗi: Sự nhất quán về thì || HD: Đóng gói hành lý vội vàng (quá khứ), quên sạc và nhận ra ở sân bay cũng là diễn biến đã qua."
tutor: The children built a snowman in the yard. It looks very cute with a carrot nose. They are so proud.,"The children built a snowman in the yard. It looked very cute with a carrot nose. They were so proud. || Lỗi: Sự nhất quán về thì || HD: Đắp người tuyết đã xong, miêu tả người tuyết dễ thương và niềm tự hào của bọn trẻ lúc đó là quá khứ."
tutor: I attended a yoga class for the first time. The instructor is very soothing. I feel completely relaxed afterward.,"I attended a yoga class for the first time. The instructor was very soothing. I felt completely relaxed afterward. || Lỗi: Sự nhất quán về thì || HD: Tham gia lớp yoga lần đầu đã qua, giảng viên nhẹ nhàng và cảm giác thư giãn sau đó là trải nghiệm quá khứ."
"tutor: My neighbor's house caught fire last night. The firefighters arrive within minutes. Luckily, no one is hurt.","My neighbor's house caught fire last night. The firefighters arrived within minutes. Luckily, no one was hurt. || Lỗi: Sự nhất quán về thì || HD: Cháy nhà hàng xóm tối qua, lính cứu hỏa đến và may mắn không ai bị thương – sự kiện quá khứ."
tutor: She found a stray kitten on the street. It looks hungry and scared. She takes it home.,"She found a stray kitten on the street. It looked hungry and scared. She took it home. || Lỗi: Sự nhất quán về thì || HD: Tìm thấy mèo hoang trên phố đã xảy ra, miêu tả vẻ ngoài của mèo lúc đó và mang về nhà là hành động quá khứ."
tutor: I ordered a dress online. It doesn't fit me. I return it the next day.,"I ordered a dress online. It didn't fit me. I returned it the next day. || Lỗi: Sự nhất quán về thì || HD: Đặt váy online đã xong, không vừa và trả lại hôm sau là chuỗi sự kiện trong quá khứ."
